,id,name,host_id,host_name,host_since,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,last_review,bathrooms,shared,last_review_year,host_since_year,hot.s,hot,predicted_price
16,879007455354395520,Loft in New York · 3 bedrooms · 3 beds · 2 baths,17775359,Rove,16258,Tribeca,Manhattan,40.72082647,-74.00455096,Entire home/apt,6,2 baths,3,3,1,19539,2,0,2023,2014,1,1,565.39
17,956703211761121920,Rental unit in The Bronx · ★New · 1 bedroom · 1 bed · 1 shared bath,531502294,Patrick,19581,Throgs Neck,Bronx,40.82249085,-73.8198189,Private room,1,1 shared bath,1,1,0,NA,1,1,2023,2023,0,0,65.50
18,767275046199963392,Hotel in New York · 2 bedrooms · 4 beds · 2 baths,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74739,-73.98736,Private room,10,2 baths,2,4,0,NA,2,0,2023,2014,1,1,671.44
19,771814619000188800,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,360085932,The Williamsburg Apartment,18476,Williamsburg,Brooklyn,40.71608,-73.95673,Private room,1,1 shared bath,1,1,2,19547,1,1,2023,2020,0,0,90.78
20,920235590947471488,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,514336590,Reservation,19488,Chelsea,Manhattan,40.75050242,-74.00140418,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2023,1,0,352.63
21,589888989070702336,Rental unit in Queens · ★4.67 · 3 bedrooms · 3 beds · 2 baths,423451497,Jerome,18887,Rosedale,Queens,40.65438,-73.74569,Entire home/apt,5,2 baths,3,3,30,19604,2,0,2023,2021,1,0,243.72
22,968506316542925184,Rental unit in Brooklyn · ★New · 1 bedroom · 1 bed · 2 shared baths,26349246,Jose,16454,Bushwick,Brooklyn,40.6919588,-73.9200107,Private room,1,2 shared baths,1.2,1,0,NA,2,1,2023,2015,0,0,63.03
23,595491366424087680,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,17151,Midtown,Manhattan,40.75478,-73.96689,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2016,1,1,284.43
24,880691318152066944,Rental unit in Queens · 1 bedroom · 2 beds · 1 shared bath,471084814,Silvia,19196,Woodhaven,Queens,40.69315377,-73.85394026,Private room,2,1 shared bath,1,2,2,19569,1,1,2023,2022,0,0,73.39
25,884231783491033984,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,471180844,Vernasta,19196,Bedford-Stuyvesant,Brooklyn,40.684413,-73.942233,Private room,2,1 shared bath,1,1,2,19556,1,1,2023,2022,0,0,95.22
26,51876734,Condo in Brooklyn · ★5.0 · 3 bedrooms · 4 beds · 1 bath,21936890,A.T.,16342,Crown Heights,Brooklyn,40.67436,-73.92761,Entire home/apt,6,1 bath,3,4,19,19247,1,0,2022,2014,1,0,233.56
27,812497383994385280,Home in The Bronx · ★4.0 · 1 bedroom · 2 beds · 1 shared bath,497983868,Doris,19382,Schuylerville,Bronx,40.836675,-73.834645,Private room,3,1 shared bath,1,2,6,19477,1,1,2023,2023,0,0,93.79
28,629156946000001536,Rental unit in Brooklyn · ★4.57 · 1 bedroom · 1 bed · 1 private bath,284603393,Abayomi,18118,Bedford-Stuyvesant,Brooklyn,40.68797,-73.943,Private room,2,1 private bath,1,1,7,19543,1,0,2023,2019,1,0,139.48
29,556960737995069312,Rental unit in Queens · ★5.0 · 2 bedrooms · 4 beds · 1 bath,50997424,Mark,16779,Ridgewood,Queens,40.70317,-73.89949,Entire home/apt,6,1 bath,2,4,3,19471,1,0,2023,2015,1,0,219.59
30,897456558214068864,Hotel in New York · 1 bedroom · 1 bed · 1 bath,496944100,RoomPicks,19376,Theater District,Manhattan,40.7568,-73.98314,Private room,2,1 bath,1,1,0,NA,1,0,2023,2023,1,1,498.85
31,752124417745502464,Rental unit in New York · ★4.63 · Studio · 1 bed · 1 bath,88566861,Kasa,17020,Lower East Side,Manhattan,40.71837,-73.99073,Entire home/apt,2,1 bath,1,1,38,19659,1,0,2023,2016,1,0,253.30
32,954320617463730048,Hotel in New York · ★4.75 · 1 bedroom · 1 bed · 1 bath,520207720,Shkedy,19523,Midtown,Manhattan,40.75272197,-73.97203404,Private room,2,1 bath,1,1,4,19639,1,0,2023,2023,1,1,354.82
33,932517702484463488,Hotel in New York · ★4.89 · 1 bedroom · 1 bed · 1 bath,314151200,The Wall Street Inn,18233,Financial District,Manhattan,40.7046445,-74.0103193,Private room,2,1 bath,1,1,18,19657,1,0,2023,2019,1,1,371.77
34,825247324039186944,Rental unit in New York · ★4.56 · 1 bedroom · 1 bath,101536475,Quintez,17101,East Harlem,Manhattan,40.79849,-73.93917,Entire home/apt,2,1 bath,1,1.2,9,19620,1,0,2023,2016,1,0,139.78
35,899326733086710912,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,3073250,"George,Dan",15548,Midtown,Manhattan,40.76483135,-73.98225364,Private room,2,1 bath,1,1,3,19605,1,0,2023,2012,1,1,321.72
36,808886434920915328,Rental unit in Queens · ★4.58 · 2 bedrooms · 3 beds · 1 bath,187430955,Ishmael,17653,Jamaica,Queens,40.6776319,-73.7902788,Entire home/apt,6,1 bath,2,3,50,19628,1,0,2023,2018,1,0,207.20
37,811452732576174080,Rental unit in New York · ★4.97 · 1 bedroom · 3 beds · 1 bath,18227787,Vitaliy,16267,Hell's Kitchen,Manhattan,40.76216959,-73.98631045,Entire home/apt,6,1 bath,1,3,37,19656,1,0,2023,2014,1,0,375.47
38,709370156914396544,Townhouse in Brooklyn · ★4.20 · 1 bedroom · 1 bed · 1 shared bath,19612095,Helen,16289,Williamsburg,Brooklyn,40.70515,-73.93254,Private room,1,1 shared bath,2,1,5,19611,1,1,2023,2014,0,0,82.08
39,780560899891607424,Home in The Bronx · ★4.56 · 1 bedroom · 2 beds · 2 shared baths,490863611,Anthony,19335,Morris Heights,Bronx,40.8531,-73.91333,Private room,4,2 shared baths,1,2,32,19637,2,1,2023,2022,0,0,151.61
40,556637820525993920,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,443906271,Geoseline,19029,Flushing,Queens,40.75253,-73.8159,Private room,1,1 shared bath,1,1,0,NA,1,1,2023,2022,0,0,63.87
41,697678101256587264,Loft in Brooklyn · ★4.88 · 1 bedroom · 1 bed · 1 bath,91838449,Kevin,17038,Williamsburg,Brooklyn,40.71216,-73.96817,Entire home/apt,3,1 bath,1,1,17,19492,1,0,2023,2016,1,0,258.76
42,762777419274013952,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,9613595,Jennifer,16002,Bushwick,Brooklyn,40.69885,-73.93304,Entire home/apt,3,1 bath,2,2,2,19360,1,0,2023,2013,1,0,208.84
43,1014408029120671744,Rental unit in New York · ★New · Studio · 1 bed · 1 shared bath,22254869,Akobir,16350,Midtown,Manhattan,40.75427788,-73.9721142,Shared room,1,1 shared bath,1.4,1,0,NA,1,1,2022.8,2014,0,1,131.06
44,815948915620723456,Home in Queens · ★4.85 · 3 bedrooms · 4 beds · 1.5 baths,498731269,Hawwah,19387,Rosedale,Queens,40.6513104,-73.7300642,Private room,2,1.5 baths,3,4,13,19605,1.5,0,2023,2023,1,0,141.15
45,963737226256710656,Home in Staten Island · ★New · 2 bedrooms · 2 beds · 1 bath,533293623,John,19591,West Brighton,Staten Island,40.63314,-74.12429,Entire home/apt,2,1 bath,2,2,0,NA,1,0,2022.8,2023,1,0,99.36
46,649081767387879040,Townhouse in Brooklyn · ★4.67 · 2 bedrooms · 1 bed · 1.5 baths,464206217,Amr,19157,Bedford-Stuyvesant,Brooklyn,40.68324,-73.94191,Entire home/apt,6,1.5 baths,2,1,3,19315,1.5,0,2022,2022,1,0,283.85
47,709347231196094464,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,30937204,Tyler,16534,Williamsburg,Brooklyn,40.71673047,-73.96193729,Entire home/apt,2,1 bath,1,1,12,19622,1,0,2023,2015,1,0,239.90
48,941984263243860992,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1.5 baths,10716739,Kathrin,16058,Williamsburg,Brooklyn,40.70648344,-73.94548688,Entire home/apt,2,1.5 baths,1,1,0,NA,1.5,0,2023,2013,1,0,248.76
49,1010723087830414208,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,533234561,Tina,19591,Midtown,Manhattan,40.75589,-73.98023,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2023,1,1,311.69
50,502887119852003008,Rental unit in Brooklyn · ★4.74 · 1 bedroom · 1 bed · 1 private bath,433332162,Tomás,18955,Bedford-Stuyvesant,Brooklyn,40.68771,-73.9422,Private room,1,1 private bath,1,1,42,19645,1,0,2023,2021,1,0,114.30
51,735688595837633152,Guest suite in Queens · Studio · 1 bed · 1 bath,56074896,Tushrik,16825,Richmond Hill,Queens,40.69698,-73.831,Entire home/apt,1,1 bath,1.2,1,1,19330,1,0,2022,2016,1,0,84.38
52,8205572,Rental unit in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 2.5 shared baths,10387090,Luis Enrique,16041,Bushwick,Brooklyn,40.68506,-73.90756,Private room,2,2.5 shared baths,1.2,1,5,19655,2.5,1,2023,2013,0,0,67.12
53,798865077636662656,Rental unit in Brooklyn · 5 bedrooms · 1 bed · 2 shared baths,3223938,Eugene,15563,Bedford-Stuyvesant,Brooklyn,40.68111799,-73.95434435,Private room,1,2 shared baths,1.6,1,0,NA,2,1,2023,2012,0,0,69.49
54,1004387321163585280,Home in Brooklyn · ★New · 2 bedrooms · 3 beds · 2 baths,97084998,Gloria,17072,Bath Beach,Brooklyn,40.60498504,-74.007348,Entire home/apt,5,2 baths,2,3,0,NA,2,0,2023,2016,1,0,266.46
55,750835631234831616,Rental unit in Brooklyn · ★4.85 · 2 bedrooms · 2 beds · 1 bath,206258817,Mercedes,17742,East New York,Brooklyn,40.67509,-73.87374,Entire home/apt,2,1 bath,2,2,26,19605,1,0,2023,2018,1,0,125.88
56,969252860155991680,Rental unit in New York · ★New · Studio · 1 bed · 1 bath,255306962,Roman,17998,Upper East Side,Manhattan,40.783111,-73.95026286,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2022.8,2019,1,0,214.02
57,976898757702361088,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 2 baths,229087746,Alex,17869,Astoria,Queens,40.77224834,-73.92207247,Private room,4,2 baths,1.6,1,6,19657,2,0,2023,2018,1,0,187.20
58,837213410815312512,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,478751274,Monica,19243,Hell's Kitchen,Manhattan,40.7636073,-73.9922156,Private room,2,1 shared bath,1,1,43,19659,1,1,2023,2022,0,0,152.66
59,965996370227785984,Rental unit in New York · ★New · 1 bedroom · 3 beds · 2 baths,401202937,Eliza,18759,Midtown,Manhattan,40.7461,-73.98879,Private room,4,2 baths,1,3,1,19625,2,0,2023,2021,1,1,491.35
60,891376482225619584,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,376749747,Dominic,18589,Williamsburg,Brooklyn,40.71009255,-73.96154244,Private room,2,1 shared bath,1,1,8,19598,1,1,2023,2020,0,0,105.96
61,932499230668969728,Home in Brooklyn · 4 bedrooms · 4 beds · 2 baths,456589439,House Lynk,19111,Midwood,Brooklyn,40.61277,-73.94862,Private room,1,2 baths,2.6,4,0,NA,2,0,2022.8,2022,1,0,140.87
62,766588296788814592,Hotel in New York · 3 bedrooms · 3 beds · 3 baths,174792040,RoomPicks By Victoria,17584,Theater District,Manhattan,40.75741,-73.98553,Private room,12,3 baths,3,3,0,NA,3,0,2022.2,2018,1,1,987.67
63,960784268866571136,Rental unit in New York · 1 bedroom · 3 beds · 1 bath,374735401,Marvin,18573,Upper West Side,Manhattan,40.78800927,-73.97444857,Entire home/apt,4,1 bath,1,3,0,NA,1,0,2023,2020,1,0,282.28
64,935914641942789248,Rental unit in Queens County · 3 bedrooms · 3 beds · 2 baths,475233882,Henry,19220,Rosedale,Queens,40.662214,-73.7282282,Entire home/apt,6,2 baths,3,3,2,19602,2,0,2023,2022,1,0,266.33
65,931043537485163392,Rental unit in Queens · 1 bedroom · 1 bed · 1.5 baths,274278847,Konstantinos,18084,East Elmhurst,Queens,40.7650914,-73.8896619,Entire home/apt,2,1.5 baths,1,1,2,19598,1.5,0,2023,2019,1,0,122.98
66,866505935950430080,Rental unit in Brooklyn · ★4.96 · 3 bedrooms · 4 beds · 1.5 baths,87603721,Nessa,17015,Canarsie,Brooklyn,40.6387208,-73.90918637,Entire home/apt,7,1.5 baths,3,4,25,19653,1.5,0,2023,2016,1,0,302.21
67,701345962006300416,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,61391963,Stay With Vibe,16863,Kips Bay,Manhattan,40.7402,-73.97952,Entire home/apt,4,1 bath,2,2,3,19661,1,0,2023,2016,1,0,294.23
68,686416564512542976,Boutique hotel in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,49108760,Blue Angel Hotel,16754,Midtown,Manhattan,40.75994,-73.96877,Private room,2,1 bath,1,1,3,19240,1,0,2022,2015,1,1,308.44
69,981936893723440768,Rental unit in Brooklyn · ★New · 2 bedrooms · 3 beds · 1 bath,530980110,Seanalee,19579,East New York,Brooklyn,40.6729789,-73.8685765,Entire home/apt,4,1 bath,2,3,0,NA,1,0,2023,2023,1,0,156.57
70,866885193880964224,Hotel in New York · 1 bedroom · 3 beds · 1 bath,501999278,RoomPicks,19408,Theater District,Manhattan,40.76064704,-73.9866207,Private room,6,1 bath,1,3,0,NA,1,0,2023,2023,1,1,619.03
71,800130194293808640,Condo in Brooklyn · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,6171968,Jasmine,15826,Bushwick,Brooklyn,40.69616706,-73.93280122,Entire home/apt,2,1.5 baths,1,1,42,19658,1.5,0,2023,2013,1,0,194.38
72,766143851141113600,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,190154361,Sveta,17668,Upper East Side,Manhattan,40.78126,-73.95314,Entire home/apt,4,1 bath,2,2,1,19545,1,0,2023,2018,1,0,286.28
73,501357829718388864,Rental unit in New York · 1 bedroom · 1 bed · 0 shared baths,305240193,June,18198,Harlem,Manhattan,40.80491,-73.95689,Private room,1,0 shared baths,1,1,0,NA,0,1,2022.8,2019,0,0,102.08
74,717197794672647040,Home in Queens · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,42814202,Irina,16676,Fresh Meadows,Queens,40.74165619,-73.78777596,Private room,3,1 shared bath,1,2,7,19658,1,1,2023,2015,0,0,93.41
75,736131273924020224,Rental unit in Brooklyn · ★4.25 · 1 bedroom · 1 bed · 1 bath,389557826,Carlos,18679,Greenpoint,Brooklyn,40.73341,-73.95677,Entire home/apt,3,1 bath,1,1,8,19373,1,0,2023,2021,1,0,243.90
76,965042102745826048,Hotel in New York · ★New · Studio · 1 bed · 0 baths,501999278,RoomPicks,19408,SoHo,Manhattan,40.7202159,-74.00086202,Private room,2,0 baths,1,1,0,NA,0,0,2023,2023,1,0,286.84
77,747899365682604544,Townhouse in Queens · 1 bedroom · 1 bed · 1 shared bath,19303369,Hiroki,16283,Woodside,Queens,40.74114,-73.89602,Private room,1,1 shared bath,2,1,0,NA,1,1,2022.6,2014,0,0,73.96
78,879619982852256384,Serviced apartment in New York · 2 bedrooms · 2 beds · 1 bath,162280872,Urban Furnished,17511,Hell's Kitchen,Manhattan,40.7639766,-73.9934938,Entire home/apt,4,1 bath,2,2,0,NA,1,0,2023,2017,1,0,338.02
79,1009497031421611776,Condo in Brooklyn · ★New · 1 bedroom · 1 bed · 1 bath,492155995,Linda,19346,Financial District,Manhattan,40.70321911,-74.01071746,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2022.8,2022,1,1,335.95
80,594364901323939456,Home in Bronx · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,450814519,Nomam,19073,Clason Point,Bronx,40.80609,-73.85004,Private room,1,1.5 shared baths,1,2,12,19584,1.5,1,2023,2022,0,0,73.02
81,701806624213815424,Loft in New York · ★4.70 · 3 bedrooms · 5 beds · 2 baths,168035686,Josh,17546,Greenwich Village,Manhattan,40.73522985,-73.99742591,Entire home/apt,8,2 baths,3,5,30,19594,2,0,2023,2018,1,0,569.40
82,1007919885673112704,Rental unit in Brooklyn · ★New · 1 bedroom · 1 bed · 1 bath,72358315,Emily,16937,Kensington,Brooklyn,40.64179023,-73.9754495,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2022.8,2016,1,0,160.81
83,633332823092765312,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,63119251,Noel,16875,Upper East Side,Manhattan,40.76836,-73.95827,Entire home/apt,2,1 bath,1,1,6,19280,1,0,2022,2016,1,0,188.74
84,1010201807138185728,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,533074450,Kristina,19590,Harlem,Manhattan,40.81482405,-73.94346624,Private room,2,1 bath,1,1,0,NA,1,0,2023,2023,1,0,214.40
85,857137247614597888,Rental unit in Brooklyn · 4 bedrooms · 1 bed · 2 shared baths,3223938,Eugene,15563,Bushwick,Brooklyn,40.68128506,-73.90738071,Private room,1,2 shared baths,1.6,1,0,NA,2,1,2023,2012,0,0,57.38
86,968117958661367168,Rental unit in New York · ★New · 1 bedroom · 1 bed · 1 bath,2772230,Jase,15519,Hell's Kitchen,Manhattan,40.75864912,-73.99881576,Entire home/apt,2,1 bath,1,1,2,19641,1,0,2023,2012,1,0,254.63
87,767969220192009856,Hotel in New York · 1 bedroom · 2 beds · 1 bath,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74886,-73.98688,Private room,4,1 bath,1,2,1,19562,1,0,2023,2014,1,1,383.05
88,941267689993150336,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,82866085,Raquel,16992,Crown Heights,Brooklyn,40.67217626,-73.93301052,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2016,1,0,144.80
89,854439069631231360,Home in Queens · 1 bedroom · 1 bed · 1 shared bath,351830322,Zulisaday,18438,Ditmars Steinway,Queens,40.7684736,-73.89122423,Private room,2,1 shared bath,1,1,0,NA,1,1,2022.8,2020,0,0,102.70
90,824655023444498432,Rental unit in Brooklyn · ★4.82 · 3 bedrooms · 4 beds · 1 bath,136024214,Gabriel,17337,Cypress Hills,Brooklyn,40.678382,-73.893888,Entire home/apt,8,1 bath,3,4,28,19652,1,0,2023,2017,1,0,276.96
91,48128688,Rental unit in New York · ★5.0 · 1 bedroom · 2 beds · 1 bath,68217730,John,16912,Morningside Heights,Manhattan,40.80385,-73.9585,Entire home/apt,4,1 bath,1,2,5,19217,1,0,2022,2016,1,0,209.61
92,802146835814070400,Rental unit in New York · ★4.94 · 1 bedroom · 3 beds · 1 bath,449377263,Deirdre,19064,Hell's Kitchen,Manhattan,40.76587567,-73.98983404,Entire home/apt,5,1 bath,1,3,17,19653,1,0,2023,2022,1,0,370.32
93,564254781588210304,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 2 baths,40580433,Quinto,16652,Greenpoint,Brooklyn,40.73713,-73.95511,Entire home/apt,4,2 baths,2,2,6,19200,2,0,2022,2015,1,0,335.31
94,52948656,Serviced apartment in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,415840703,Anyplace,18837,Financial District,Manhattan,40.70889,-74.00823,Entire home/apt,2,1 bath,1,1,4,19217,1,0,2022,2021,1,1,318.08
95,700888293266225280,Loft in New York · ★4.54 · 1 bedroom · 1 bed · 1 private bath,470859718,SoHoBlu,19194,SoHo,Manhattan,40.71994,-74.00098,Private room,2,1 private bath,1,1,498,19648,1,0,2023,2022,1,0,374.63
96,825299668088442240,Home in Queens · ★4.62 · 3 bedrooms · 4 beds · 1.5 baths,459925707,Abdul,19131,East Elmhurst,Queens,40.7586655,-73.8937616,Entire home/apt,8,1.5 baths,3,4,13,19604,1.5,0,2023,2022,1,0,280.92
97,606360437730635904,Serviced apartment in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,3223938,Eugene,15563,Prospect-Lefferts Gardens,Brooklyn,40.65848,-73.94839,Private room,1,2 shared baths,1,1,0,NA,2,1,2023,2012,0,0,62.88
98,773117291811272448,Hotel in New York · 1 bedroom · 2 beds · 1 bath,25138314,RoomPicks By Antony,16427,Midtown,Manhattan,40.74895,-73.98745,Private room,4,1 bath,1,2,0,NA,1,0,2022.8,2014,1,1,379.81
99,684960054251261952,Rental unit in Queens · ★4.79 · 2 bedrooms · 2 beds · 1 bath,313659194,Fahd,18231,Richmond Hill,Queens,40.6865,-73.83304,Entire home/apt,4,1 bath,2,2,28,19617,1,0,2023,2019,1,0,163.81
100,907247040132055808,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,448326434,Boomerang,19057,Chelsea,Manhattan,40.74616614,-73.99184224,Entire home/apt,4,1.5 baths,2,2,1,19557,1.5,0,2023,2022,1,0,466.48
101,987646006992781952,Home in Queens · ★New · 1 bedroom · 2 beds · 1 bath,538706762,Farzana,19624,Woodhaven,Queens,40.68855218,-73.86157022,Entire home/apt,4,1 bath,1,2,0,NA,1,0,2023,2023,1,0,144.34
102,952881667042423040,Rental unit in Brooklyn · ★5.0 · Studio · 1 bed · 1 bath,17076357,Luxury Modern,16242,Williamsburg,Brooklyn,40.72262,-73.9607,Entire home/apt,2,1 bath,1,1,7,19646,1,0,2023,2014,1,0,245.62
103,37285042,Rental unit in Queens · ★4.83 · 1 bedroom · 1 bed · 1 bath,10355206,Rosa,16040,Ridgewood,Queens,40.70303,-73.90756,Entire home/apt,2,1 bath,1,1,6,19328,1,0,2022,2013,1,0,113.09
104,584903103239670016,Home in Brooklyn · ★4.85 · 3 bedrooms · 4 beds · 1.5 baths,450072305,Aeon,19068,Flatlands,Brooklyn,40.6201,-73.93913,Entire home/apt,7,1.5 baths,3,4,26,19576,1.5,0,2023,2022,1,0,289.11
105,724513783589902464,Home in Queens · 1 bedroom · 1 bed · 0 shared baths,417806601,Seabelo,18849,Jamaica Estates,Queens,40.72011,-73.78896,Private room,1,0 shared baths,1,1,0,NA,0,1,2022.8,2021,0,0,48.88
106,649819721923399552,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,78672740,Shamaine,16971,Flatbush,Brooklyn,40.64706,-73.96762,Private room,2,1 shared bath,1.8,1,4,19620,1,1,2023,2016,0,0,93.43
107,711099239733543936,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,422647197,Stephanie,18882,Bedford-Stuyvesant,Brooklyn,40.68055,-73.93951,Entire home/apt,2,1 bath,1,1,0,NA,1,0,2023,2021,1,0,164.02
108,981244920997760256,Home in Queens · ★New · 1 bedroom · 1 bed · 1 bath,424334449,Marcelo,18893,Jamaica,Queens,40.67467127,-73.79457105,Private room,2,1 bath,1,1,0,NA,1,0,2022.8,2021,1,0,80.54
109,594172219609059968,Rental unit in New York · ★4.50 · 1 bedroom · 1 bed · 1 bath,156047478,Doron,17463,Harlem,Manhattan,40.81599,-73.94098,Entire home/apt,2,1 bath,1,1,6,19581,1,0,2023,2017,1,0,146.30
110,871130656679130112,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,41876786,Rochelle,16666,Astoria,Queens,40.76728905,-73.93057035,Private room,1,1 shared bath,1.4,1,0,NA,1,1,2022.8,2015,0,0,95.23
111,995019857179126784,Home in Queens · ★New · 3 bedrooms · 5 beds · 2.5 baths,238045272,Edward,17917,Flushing,Queens,40.731043,-73.795663,Entire home/apt,8,2.5 baths,3,5,0,NA,2.5,0,2022.4,2019,1,0,312.85
112,950109784341582336,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,303133969,Leo,18187,Upper West Side,Manhattan,40.79832,-73.96128,Private room,1,1 shared bath,1,1,0,NA,1,1,2022.8,2019,0,0,111.13
